Employee ID,Status,Leave Status,Leave Type,Termination Reason,Compa-Ratio,Last Promotion Years Ago,MUD ID,Email - Work,Position ID,Position,Effective Date for Current Position,Years in Current Position,Business Title,Worker Type,Employee\ CW Type,Is International Assignee,Scheduled Weekly Hours,Default Weekly Hours,FTE %,Work Shift,Company Code,Company,Location,Sub-function,Supervisory Organization,Supervisory Org ID,Region,Cost Center - ID,Cost Center - Name,Cost Center Hierarchy,Job Category,Job Family Group,Job Family,Job Profile,Job Code,End Employment Date,Company Service Date,Original Hire Date,Hire Date,Is Rehire,Continuous Service Date,Years - Continuous Service Date,Months - Continuous Service Date,Contract Start Date,Start Date (Remotely),Date of Move,Clawback End Date,Assignment End Date,Mobility Support Type,Manager's MUD ID,Manager's Employee ID,Worker's Manager,Manager's Business Title,Manager's Supervisory Organisation,Manager's Email,Manager's Country,Manager's Location,Date of Birth,Age,Country of Birth,City of Birth,Home Phones,Payroll ID,Legacy ID,Pay Group,Levels from Top of Organisation (CEO=2),CEO,CEO Business Title,CET,CET Business Title,CET-1,CET-1 Business Title,CET-2,CET-2 Business Title,CET-3,CET-3 Business Title,CET-4,CET-4 Business Title,CET-5,CET-5 Business Title,CET-6,CET-6 Business Title,Management Levels (Benefit Jobs),Car Allowance,Sports Allowance,Transportation Allowance,Full Legal Name,Business Unit,Job Title,Country,Gender,Base Salary,Is Manager,Number of Direct Reports
13193,Active,Not on Leave,,,0.95,0.9,MUD13193,tümkurt.tevetoğlu@beko.com,POS-583,sales representative,2020-01-14,3.1,sales representative,Contractor,Regular,False,80.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-145,EMEA,7206,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-67,,2019-07-13,2019-07-13,2019-07-13,False,2019-07-13,7.6,44,2019-07-13,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1967-05-03,59,USA,Teberbury,+90(709)642-2563x851,PAY-13193,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1187,2630,Tümkurt Tevetoğlu,Sales,Sales Representative,Turkey,Male,114156,False,0
13204,Terminated,Not on Leave,,Lack of Promotion,1.04,5.4,MUD13204,laze.tarhan@beko.com,POS-978,sales representative,2019-11-08,0.9,sales representative,Employee,Regular,True,80.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-118,EMEA,1247,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-56,2023-07-27,2019-09-09,2019-09-09,2019-09-09,False,2019-09-09,6.6,61,2019-09-09,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2005-01-24,21,Turkey,Gülevside,+90(507)325-7916x2907,PAY-13204,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1454,2847,Laze Tarhan,Sales,Sales Representative,Turkey,Male,125393,False,0
13222,Active,Not on Leave,,,0.97,1.8,MUD13222,burakhan.çamurcuoğlu@beko.com,POS-996,sales representative,2017-07-04,3.1,sales representative,Contingent Worker,Regular,True,45.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-108,EMEA,1764,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-59,,2016-10-22,2016-10-22,2016-10-22,False,2016-10-22,2.4,39,2016-10-22,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-11-01,34,USA,Toktuğmouth,+90(200)941-2445x1619,PAY-13222,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1372,1539,Burakhan Çamurcuoğlu,Sales,Sales Representative,USA,Male,115999,False,0
13278,Active,On Leave,Annual Leave,,1.03,4.2,MUD13278,cenan.aksu@beko.com,POS-522,regional field sales manager,2019-12-13,2.0,regional field sales manager,Contractor,Regular,True,80.0,45,50,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-161,EMEA,9566,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales manager,JC-8-58,,2019-03-24,2019-03-24,2019-03-24,False,2019-03-24,5.0,102,2019-03-24,,,,,,MUD9999,9999,Regional Field Sales Lead,Regional Field Sales Lead,Sales Org,manager@beko.com,Turkey,Istanbul,1992-08-03,34,Türkiye,New Gülsüfurt,453 3 837,PAY-13278,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,933,2481,Cenan Aksu,Sales,Regional Field Sales Manager,USA,Female,147680,True,2
13298,Terminated,Not on Leave,,Work-Life Balance / Burnout,0.97,4.0,MUD13298,kızıltunç.alemdar@beko.com,POS-116,sales representative,2023-12-08,0.2,sales representative,Contractor,Regular,False,80.0,45,50,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-193,EMEA,9362,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-88,2026-04-26,2023-11-13,2023-11-13,2023-11-13,False,2023-11-13,2.6,55,2023-11-13,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-08-18,34,UK,North Özlü,+90(237)995-3420x5668,PAY-13298,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,604,2100,Kızıltunç Alemdar,Sales,Sales Representative,USA,Male,116050,False,0
13318,Terminated,Not on Leave,,Lack of Promotion,1.0,3.3,MUD13318,uğurkan.korutürk@beko.com,POS-692,sales representative,2021-01-06,0.2,sales representative,Employee,Regular,True,,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-157,EMEA,7686,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-28,2020-12-12,2020-08-31,2020-08-31,2020-08-31,False,2020-08-31,7.4,13,2020-08-31,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1972-05-27,54,UK,South Cabir,0882 631 09 68,PAY-13318,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1377,1530,Uğurkan Korutürk,Sales,Sales Representative,Turkey,Male,120406,False,0
13343,Active,On Leave,Annual Leave,,1.01,6.0,MUD13343,beste.yorulmaz@beko.com,POS-322,sales representative,2019-03-02,1.5,sales representative,Employee,Regular,True,80.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-141,EMEA,3671,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-46,,2018-08-14,2018-08-14,2018-08-14,False,2018-08-14,6.9,91,2018-08-14,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1993-03-31,33,Türkiye,New Diken,945 3 845,PAY-13343,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,904,1139,Beste Yorulmaz,Sales,Sales Representative,Turkey,Male,121199,False,0
13370,Active,Not on Leave,,,1.04,5.6,MUD13370,uğur.akgündüz@beko.com,POS-756,key account specialist,2022-04-09,3.8,key account specialist,Employee,Regular,True,45.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-184,EMEA,9673,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,key account specialist,JC-8-54,,2022-02-23,2022-02-23,2022-02-23,False,2022-02-23,4.6,99,2022-02-23,,,,,,MUD9999,9999,Key Account Manager,Key Account Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1971-05-05,55,Turkey,Musaffamouth,+90 (189) 7248187,PAY-13370,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,983,2686,Uğur Akgündüz,Sales,Key Account Specialist,UK,Male,150252,False,0
13381,Active,On Leave,Annual Leave,,1.02,0.8,MUD13381,büşranur.zengin@beko.com,POS-101,sales representative,2023-03-16,4.3,sales representative,Contingent Worker,Regular,True,80.0,45,0,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-120,EMEA,8582,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-61,,2022-09-03,2022-09-03,2022-09-03,False,2022-09-03,9.5,73,2022-09-03,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1980-01-02,46,Türkiye,Yorulmazchester,0409-305 7761,PAY-13381,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,842,2466,Büşranur Zengin,Sales,Sales Representative,USA,Female,122411,False,0
13385,Active,Not on Leave,,,1.02,1.5,MUD13385,ecemiş.bilge@beko.com,POS-347,sales representative,2023-06-04,3.9,sales representative,Contingent Worker,Regular,True,,45,0,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-128,EMEA,3395,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-23,,2023-03-08,2023-03-08,2023-03-08,False,2023-03-08,2.7,36,2023-03-08,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1989-03-13,37,UK,New Jankatton,+90(911)4989216,PAY-13385,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1462,2606,Ecemiş Bilge,Sales,Sales Representative,USA,Male,121884,False,0
13440,Active,Not on Leave,,,0.93,4.9,MUD13440,oğurata.yorulmaz@beko.com,POS-341,lean manager,2022-05-10,0.1,lean manager,Employee,Regular,True,40.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Production Org,ORG-155,EMEA,2800,CC-Production,Global -> EMEA,Professional,Corporate,Production,lean manager,JC-7-75,,2021-11-09,2021-11-09,2021-11-09,False,2021-11-09,7.3,23,2021-11-09,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1989-06-15,37,Türkiye,Aynilhayatmouth,0452 164 20 11,PAY-13440,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1477,1971,Oğurata Yorulmaz,Production,Lean Manager,UK,Male,150562,True,10
13443,Terminated,Not on Leave,,Relocation,1.03,2.6,MUD13443,nezengül.fırat@beko.com,POS-755,operational excellence manager,2024-11-13,2.5,operational excellence manager,Employee,Regular,False,,45,0,Day,BEKO01,Beko,Çayırova,Operations,Production Org,ORG-127,EMEA,7684,CC-Production,Global -> EMEA,Professional,Corporate,Production,operational excellence manager,JC-7-42,2026-05-16,2024-08-23,2024-08-23,2024-08-23,False,2024-08-23,4.4,64,2024-08-23,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1993-10-07,32,Türkiye,Akçayshire,905 4 521,PAY-13443,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1441,1128,Nezengül Fırat,Production,Operational Excellence Manager,Turkey,Female,166229,True,3
13448,Terminated,Not on Leave,,Personal Reasons,1.01,4.4,MUD13448,nevsale.bilgin@beko.com,POS-322,six sigma specialist,2019-02-08,3.1,six sigma specialist,Contractor,Regular,True,45.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Production Org,ORG-179,EMEA,9223,CC-Production,Global -> EMEA,Professional,Corporate,Production,six sigma specialist,JC-8-45,2019-08-09,2018-12-06,2018-12-06,2018-12-06,False,2018-12-06,7.5,4,2018-12-06,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1983-10-31,42,USA,Port Ensarimouth,0251 257 48 15,PAY-13448,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1457,2672,Nevsale Bilgin,Production,Six Sigma Specialist,Turkey,Male,145000,False,0
13452,Terminated,Not on Leave,,Lack of Promotion,1.01,6.0,MUD13452,lutfi.akça@beko.com,POS-104,sales representative,2017-10-09,1.3,sales representative,Contractor,Regular,True,45.0,45,0,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-179,EMEA,5728,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-10,2017-04-24,2017-03-23,2017-03-23,2017-03-23,False,2017-03-23,3.7,11,2017-03-23,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1973-01-21,53,USA,N˜zamett˜nmouth,+90(141)195-8736x0634,PAY-13452,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1000,1512,Lutfi Akça,Sales,Sales Representative,USA,Female,120686,False,0
13509,Active,On Leave,Annual Leave,,0.99,2.1,MUD13509,okbay.akar@beko.com,POS-638,sales representative,2027-02-13,2.0,sales representative,Contractor,Regular,False,45.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-107,EMEA,2962,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-80,,2026-02-24,2026-02-24,2026-02-24,False,2026-02-24,3.8,92,2026-02-24,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1989-10-26,36,UK,New Egenurstad,07412600267,PAY-13509,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,746,2617,Okbay Akar,Sales,Sales Representative,Turkey,Male,118848,False,0
13512,Active,Not on Leave,,,0.99,2.2,MUD13512,kasim.tevetoğlu@beko.com,POS-208,sales representative,2017-03-11,0.6,sales representative,Contingent Worker,Regular,False,45.0,45,0,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-169,EMEA,7014,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-97,,2016-09-24,2016-09-24,2016-09-24,False,2016-09-24,9.0,111,2016-09-24,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1992-02-07,34,Türkiye,South Berksayland,08351463547,PAY-13512,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1480,1622,Kasim Tevetoğlu,Sales,Sales Representative,UK,Female,118730,False,0
13516,Terminated,Not on Leave,,Retirement,1.07,2.3,MUD13516,nazi.türk@beko.com,POS-167,six sigma specialist,2021-09-21,3.8,six sigma specialist,Contingent Worker,Regular,True,40.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Production Org,ORG-168,EMEA,8565,CC-Production,Global -> EMEA,Professional,Corporate,Production,six sigma specialist,JC-8-32,2025-11-01,2020-10-24,2020-10-24,2020-10-24,False,2020-10-24,5.0,100,2020-10-24,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1960-08-16,66,Türkiye,Yorulmazborough,0505-882 0244,PAY-13516,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,986,2711,Nazi Türk,Production,Six Sigma Specialist,UK,Female,153509,False,0
13520,Active,Not on Leave,,,1.06,4.7,MUD13520,özdal.akar@beko.com,POS-639,business excellence manager,2026-10-28,4.1,business excellence manager,Contingent Worker,Regular,True,80.0,45,0,Day,BEKO01,Beko,Gebze,Operations,Sales Force Effectiveness & Net Revenue Management Org,ORG-107,EMEA,2743,CC-Sales Force Effectiveness & Net Revenue Management,Global -> EMEA,Professional,Corporate,Sales Force Effectiveness & Net Revenue Management,business excellence manager,JC-7-70,,2026-01-24,2026-01-24,2026-01-24,False,2026-01-24,5.9,47,2026-01-24,,,,,,MUD9999,9999,SFE & NRM Manager,SFE & NRM Manager,Sales Force Effectiveness & Net Revenue Management Org,manager@beko.com,Turkey,Istanbul,1984-01-15,42,Türkiye,Çorluton,+90(696)540-6500x2356,PAY-13520,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1066,2318,Özdal Akar,Sales Force Effectiveness & Net Revenue Management,Business Excellence Manager,UK,Male,172221,True,7
13567,Active,Not on Leave,,,1.05,0.5,MUD13567,ömriye.zorlu@beko.com,POS-208,regional field sales manager,2020-03-09,4.3,regional field sales manager,Contractor,Regular,False,,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-181,EMEA,5226,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales manager,JC-8-57,,2019-06-16,2019-06-16,2019-06-16,False,2019-06-16,9.0,87,2019-06-16,,,,,,MUD9999,9999,Regional Field Sales Lead,Regional Field Sales Lead,Sales Org,manager@beko.com,Turkey,Istanbul,1991-08-07,35,Türkiye,Arsoyhaven,+90(386)880-5074x511,PAY-13567,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1057,1151,Ömriye Zorlu,Sales,Regional Field Sales Manager,Turkey,Female,151254,True,4
13570,Active,Not on Leave,,,0.96,1.6,MUD13570,sudi.i̇nönü@beko.com,POS-580,senior data analyst,2020-12-16,1.0,senior data analyst,Contingent Worker,Regular,True,45.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,IT Org,ORG-103,EMEA,2367,CC-IT,Global -> EMEA,Professional,Corporate,IT,senior data analyst,JC-7-81,,2020-08-13,2020-08-13,2020-08-13,False,2020-08-13,3.0,104,2020-08-13,,,,,,MUD9999,9999,Data & BI Manager,Data & BI Manager,IT Org,manager@beko.com,Turkey,Istanbul,1965-05-30,61,USA,East Gilmanside,+90(217)283-6069x668,PAY-13570,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1359,2753,Sudi İNönü,IT,Senior Data Analyst,Turkey,Female,154977,False,0
13604,Active,Not on Leave,,,1.0,5.1,MUD13604,ufukay.sezgin@beko.com,POS-492,sales representative,2023-09-19,0.3,sales representative,Contractor,Regular,False,80.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-164,EMEA,1769,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-99,,2023-02-06,2023-02-06,2023-02-06,False,2023-02-06,1.8,101,2023-02-06,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1971-01-06,55,Türkiye,West Yepelekberg,+90(650)960-3075x856,PAY-13604,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,519,1545,Ufukay Sezgin,Sales,Sales Representative,USA,Female,119868,False,0
13623,Terminated,Not on Leave,,Relocation,0.97,3.7,MUD13623,biltaş.ergül@beko.com,POS-356,sales representative,2018-02-04,3.2,sales representative,Contractor,Regular,True,80.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-122,EMEA,9883,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-91,2026-01-11,2017-10-15,2017-10-15,2017-10-15,False,2017-10-15,4.2,1,2017-10-15,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1986-12-24,39,Turkey,West Börteçinview,+90(399)053-7999x155,PAY-13623,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1268,1480,Biltaş Ergül,Sales,Sales Representative,Turkey,Female,116015,False,0
13624,Terminated,Not on Leave,,Relocation,1.04,5.8,MUD13624,emine..manço@beko.com,POS-634,production engineer,2022-03-31,2.4,production engineer,Contractor,Regular,True,80.0,45,0,Day,BEKO01,Beko,Gebze,Operations,Production Org,ORG-196,EMEA,2676,CC-Production,Global -> EMEA,Professional,Corporate,Production,production engineer,JC-8-64,2025-11-04,2022-02-07,2022-02-07,2022-02-07,False,2022-02-07,7.5,17,2022-02-07,,,,,,MUD9999,9999,Production Manager,Production Manager,Production Org,manager@beko.com,Turkey,Istanbul,1983-10-07,42,USA,Lake Hürüyet,0613 624 34 19,PAY-13624,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,809,2327,Emine. Manço,Production,Production Engineer,USA,Male,150026,False,0
13632,Terminated,Not on Leave,,Personal Reasons,1.04,1.6,MUD13632,dölensoy.çorlu@beko.com,POS-809,sales representative,2026-02-15,3.8,sales representative,Contractor,Regular,False,80.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-158,EMEA,2262,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-15,2026-07-26,2025-09-03,2025-09-03,2025-09-03,False,2025-09-03,5.0,35,2025-09-03,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1988-09-14,37,UK,East Şabettinfurt,063 2 879,PAY-13632,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,636,2860,Dölensoy Çorlu,Sales,Sales Representative,Turkey,Male,124472,False,0
13637,Terminated,Not on Leave,,Personal Reasons,0.9,4.5,MUD13637,abuzar.i̇nönü@beko.com,POS-442,senior logistics specialist,2023-11-11,0.7,senior logistics specialist,Employee,Regular,True,40.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Supply Chain Org,ORG-139,EMEA,3235,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,senior logistics specialist,JC-7-55,2026-03-24,2023-10-15,2023-10-15,2023-10-15,False,2023-10-15,2.9,56,2023-10-15,,,,,,MUD9999,9999,Logistics Manager,Logistics Manager,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1970-09-29,55,UK,Zinnureberg,+90(398)112-1059x7012,PAY-13637,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,663,2277,Abuzar İNönü,Supply Chain,Senior Logistics Specialist,USA,Male,145412,False,0
13638,Active,On Leave,Annual Leave,,1.08,5.7,MUD13638,uyanser.eraslan@beko.com,POS-506,sustainability & csr specialist,2024-01-15,4.7,sustainability & csr specialist,Contractor,Regular,False,80.0,45,0,Day,BEKO01,Beko,Gebze,Operations,Corporate Communications & Affairs Org,ORG-100,EMEA,3328,CC-Corporate Communications & Affairs,Global -> EMEA,Professional,Corporate,Corporate Communications & Affairs,sustainability & csr specialist,JC-8-50,,2023-04-30,2023-04-30,2023-04-30,False,2023-04-30,8.6,81,2023-04-30,,,,,,MUD9999,9999,Corporate Affairs Manager,Corporate Affairs Manager,Corporate Communications & Affairs Org,manager@beko.com,Turkey,Istanbul,2003-07-17,23,USA,Soylubury,0291 712 32 09,PAY-13638,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1412,1404,Uyanser Eraslan,Corporate Communications & Affairs,Sustainability & CSR Specialist,UK,Female,155028,False,0
13640,Active,Not on Leave,,,0.96,4.1,MUD13640,akçabay.gül@beko.com,POS-790,sales representative,2017-09-03,3.1,sales representative,Contractor,Regular,True,45.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-161,EMEA,6241,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-92,,2016-11-06,2016-11-06,2016-11-06,False,2016-11-06,0.3,111,2016-11-06,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-01-03,35,Türkiye,İntihapmouth,134 2 823,PAY-13640,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,753,2040,Akçabay Gül,Sales,Sales Representative,UK,Male,114632,False,0
13691,Active,Not on Leave,,,0.97,5.5,MUD13691,kapagan.hayrioğlu@beko.com,POS-207,sales representative,2023-11-30,3.9,sales representative,Contingent Worker,Regular,True,45.0,45,100,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-160,EMEA,8887,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-41,,2023-08-27,2023-08-27,2023-08-27,False,2023-08-27,8.2,75,2023-08-27,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1990-06-09,36,Turkey,South Güverçin,(781)052 8941,PAY-13691,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,986,2650,Kapagan Hayrioğlu,Sales,Sales Representative,Turkey,Male,116118,False,0
13701,Active,On Leave,Annual Leave,,1.0,2.7,MUD13701,i̇ntihap.manço@beko.com,POS-334,sales representative,2023-06-30,1.6,sales representative,Contractor,Regular,True,80.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-135,EMEA,7333,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-16,,2022-09-23,2022-09-23,2022-09-23,False,2022-09-23,9.4,85,2022-09-23,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1970-01-12,56,UK,Ginyaston,0882-526 7913,PAY-13701,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1023,2122,İNtihap Manço,Sales,Sales Representative,UK,Male,119559,False,0
13704,Terminated,Not on Leave,,Relocation,1.04,2.6,MUD13704,nihai.gülen@beko.com,POS-941,sales representative,2019-12-01,3.1,sales representative,Contingent Worker,Regular,False,,45,0,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-145,EMEA,7257,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-79,2023-10-09,2019-09-05,2019-09-05,2019-09-05,False,2019-09-05,2.2,91,2019-09-05,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1981-12-24,44,UK,Hükümdarville,0289 853 54 14,PAY-13704,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1329,1679,Nihai Gülen,Sales,Sales Representative,Turkey,Male,125210,False,0
13712,Terminated,Not on Leave,,Relocation,0.96,4.8,MUD13712,akalan.ergül@beko.com,POS-672,regional field sales manager,2019-09-05,2.8,regional field sales manager,Employee,Regular,False,80.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-134,EMEA,9502,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales manager,JC-8-98,2020-07-02,2019-01-09,2019-01-09,2019-01-09,False,2019-01-09,0.6,33,2019-01-09,,,,,,MUD9999,9999,Regional Field Sales Lead,Regional Field Sales Lead,Sales Org,manager@beko.com,Turkey,Istanbul,1979-05-11,47,Türkiye,Gökçebalanton,0184-446 2042,PAY-13712,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,595,1264,Akalan Ergül,Sales,Regional Field Sales Manager,Turkey,Male,138244,True,8
13736,Terminated,Not on Leave,,Career Development,0.96,5.7,MUD13736,alaz.şafak@beko.com,POS-550,sales representative,2019-03-21,5.0,sales representative,Contractor,Regular,False,,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-164,EMEA,8530,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-58,2019-11-12,2018-10-24,2018-10-24,2018-10-24,False,2018-10-24,2.4,85,2018-10-24,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1994-07-02,32,Turkey,West Zihni,+90(485)166-2635x7548,PAY-13736,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1025,2111,Alaz Şafak,Sales,Sales Representative,Turkey,Female,115319,False,0
